dataset,split,text,label,multilabel
n,train,@user You’re so lucky you have a husband that everyone admires. He is your only saving grace. Shame Sarah doesn’t have someone in her life who could guide her.    Happy #JohnMcCainDay     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,0,
n,train,#ShameOnICC: Cricket fans worIdwide blast ICC after another World Cup washout @user  @user @user  http,0,
n,train,@user @user   A career politican quoting ethics.  Now that is funny.  #ScumBag #douchebag #smalldicksyndrome,1,
n,train,Opinion: The NRA is the Godzilla of swamp monsters #Resist #ResistTrump #FuckTrump http,1,
n,train,@user It's really shameful @user that #rapist will not be hanged,0,
n,train,700 doctors have resigned in #bengal but democracy saviour gang is still dead silent....!!!  Wake up #KhanMarketGang      #DoctorsFightBack #DoctorsProtest #BengalDoctorsStrike  #BengalBurning,0,
n,train,Umpires in ICC world cup  #ShameOnICC #CWC19 http,0,
n,train,"Ya to barish hoti ya, match non exciting , one side hota hai... this world cup is so boring this year. #ShameOnICC",0,
n,train,All these are allowed but #dhoni was wrong!why?  @user @user   #DhoniKeepsTheGlove http,0,
n,train,#DoctorsFightBack  Do you mean doctors deserve to die? @user http,0,
n,train,What in the #BorisJohnsonShouldNotBePM is going on here??? We’re all doomed 😑,0,
n,train,HAPPY SENATOR JOHN MCCAIN DAY!!! #FuckTrump #Resist #Persist #Insist #Enlist #ITMFA,0,
n,train,Correction....Succeeded in re-branding today as #JohhMcCainDay because #FuckTrump. 😂🖕 http,0,
n,train,@user Anyone who invites anyone else to attack America is a traitor. #TrumpIsATraitor #JohnMCainDay,1,
n,train,@user What a great tweet to start the weekend! #FuckTrump,0,
n,train,@user @user @user @user Prove it. #JohnMcCainDay #ImpeachTrumpNow #TrumpIsATraitor #SarahSandersLied oh and #JohnMcCainDay,0,
n,train,#ShameOnICC    @user can use her to cover the stadium... http,0,
n,train,Trump’s Electoral Shenanigans Are Getting Worse #Resist #ResistTrump #FuckTrump http,1,
n,train,"@user Hey #DitchMitch,  she holds the purse,  good luck get funds for #DerangedDonald 's pet products. Oh and happy #JohnMcCainDay , say  #ByeBye to the  cow  (sorry @user ) #SarahSandersLied. #JohnMcCainDayJune14 #TrumpIsATraitor #TrumpCrimeFamily #LawlessPresident #TuckFrump",1,
n,train,#Uyghur Protests in #Canada Part 2: #Freedom for #Uyghurs  http  #FreeUyghur #EastTurkistan #China #BoycottChina #ウイグル #RT,1,
n,train,"In #Alabama......#Rapists.... get #Parental rights.     So a teen Raped by their #Rapist, can't get an #Abortion  but they MUST let their #Rapist see the child.    http #Auburn #Huntsville #Birmingham  #Montgomery #Tuscaloosa #Florencesc #Dothan #gadsen #OrangeBeach",1,
n,train,Happy #JohnMcCainDay everyone!! I will spending it remembering a true hero. #JohnMcCainDayJune14 #ImpeachmentInquiryNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpCriminalInvestigations http,1,
n,train,http Ali Catterall's take on it all ..    #BollockstoBrexit   #PeoplesVote   #BorisJohnsonShouldNotBePM http,1,
n,train,@user perfect 👌🏼 plus add 100 lbs. #LockHimUp #Traitor #Rapist,1,
n,train,"@user Our #FakePresident is more worried about a few stabbings overseas, but is blind to the 100s of deadly shooting in the U.S. every week! Do your job Trump - you are the disaster!!  #TrumpIsAPathologicalLiar   #TrumpIsATraitor #DonaldIsScared",1,
n,train,@user #JackieO was an American treasure who inspired millions of Americans and made us proud. Melania is a Russian whore. #Putin's left over.   #TrumpIsATraitor  #JohnMcCainDayJune14  @user http,1,
n,train,#Mohammadi #toursandtravels #jodhpur #nagour #Rajasthan should be #banned and there #license should be #cancelled .#share #mother #murderer #Saudi_Arabia #India,1,
n,train,"@user @user Given his track record, hiding is a smart PR tactic. #BorisJohnsonShouldNotBePM http",1,
n,train,@user Great parliamentary quotes of our times. #BorisJohnsonShouldNotBePM http,1,
n,train,@user There is a saying .. 'Vinasha kaale viparita buddhi'.  This applies to @user  perfectly.     #WestBengal #DoctorsStrike #DoctorsFightBack #SaveBengal #Savethedoctors,1,
n,train,Perjury #Investigation Imminent After Transcript Of Interview With Kavanaugh Accusers Is Revealed    #GangRapes #ChristineBlaseyFord #BrettKavanaugh #Rape #Rapist #BrettKavanaughRapist     http,1,
n,train,Great round up of last night's televised debate by @user Can we say that democracy is dead yet? #C4Debate #Brexit #BorisJohnsonShouldNotBePM    Silence is golden as Boris's lectern wins Tory televised debate | John Crace http,1,
n,train,@user @user Really only one response to Trump at this point.   TRAITOR  #TraitorTrump  #TrumpsWorseThanNixon   #TrumpFarWorseThanBillClinton  #TrumpSellsAmericaToHighestForeignBidder  #TrumpIsATraitor,1,
n,train,"Years of hard work to be just worthy of that WHITE COAT.                      Instead of saving the public’s blood, it got stained with MY OWN #SaveTheSaviour  #DoctorsFightBack #TREATUSASHUMANS http",1,
n,train,"AIIMS Resident Doctors issue ultimatum to West Bengal government; say if demands not met within 48 hours, they will go on indefinite strike..!! #SaveDoctorsInBengal #JihadiMamta #DoctorsFightBack  @user @user @user @user http",1,
n,train,THE #CHURCH #RAPIST has RAPED THE CHILDREN of the WORLD &amp; MURDERED them have EXTORTED THE WEALTH OF THE WORLD WHY DO YOU ALLOW IT?,1,
n,train,"Now as a protest,. @user should wear glows with insignia and pay 25% fine.. all problem solved. #DhoniKeepsTheGlove #ICCWorldCup2019",1,
n,train,I think Rain will be top on chart and we can see  it on FINALE  also😂😂 #ShameOnICC http,1,
n,train,@user #BorisJohnsonShouldNotBePM   #EVER    No threats to #KILL #BorisJohnson as fabricated by #FTAC     http,1,
n,train,If baahubali would have played world cup #ShameOnICC http,1,
n,train,Doctors of west bengal do not wish @user  to meet d injured doctors and she don't care about them as well as do not wish to take action against the accused. #doctors_against_assualt #DoctorsFightBack #doctorsstrike   @user @user @user @user @user,1,
n,train,"@user You sought information from a foreign adversary that was obtained through illegal hacking, different than talking to the Queen.  #TraitorTrump #TrumpIsATraitor #TrumpResign #TrumpMustResign",1,
n,train,Doctors in India = Mandir ka ghanta Stop treating us like this   #DoctorsFightBack http,1,
n,train,What I cannot understand is how the GOP continues to turn a blind eye to #TraitorTrump and continue to support him. He admits to illegal actions to win at all costs. The GOP sold their souls when they nominated trump. It's all about making profits. #Resist #TrumpIsATraitor,1,
n,train,@user @user He continues to make money off his position in violence of the emoluments clause. And just the other day he said he would break the law in receiving info about a political opponent.     He's a con man and the average American is his mark.    #TrumpIsADisgrace   #TrumpIsATraitor,1,
n,train,@user @user #Nonbailable_Offence_12yrsJAIL            Nothing less than this    #DoctorsFightBack   #StopViolenceAgainstDoctors,1,
n,train,"Dear people saying, Doctors deserve it 'pitne do saalon ko..'    We wonder what would happen, If we said, 'marne do saalon ko...'    #DoctorsFightBack #savethedoctors http",1,
n,train,#ShameOnICC rain ruin the 2019 WC.@ICC,1,
n,train,"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen http",1,
n,train,#BorisJohnsonShouldNotBePM He published poem on 'extermination' of 'verminous' Scots http,1,
n,train,"That’s how #Rapist are treated in Dubai -Full &amp; Final on the spot with in 15 minutes.    @user should bring strictest law for Rapists to set the precedent.     So that, no one will ever dream to even think of raping    &amp; Law should not be gender biased🙏🏻     http",1,
n,train,(1/2)  Rain stops the match  ICC : we have rain insurance  Onto the next match  This is what @user does.  #ShameOnICC if you can't organise #Worldcup Match you must stop calling yourself the apex body and relinquish those rights to someone capable enough like @user or  @user http,1,
n,train,"´Super Ruperts´ :  yes.  The donkeys, as in ´lions led by donkeys´.  #BorisJohnsonShouldNotBePM http",1,
n,train,This is very poor planing of #icc world cup 2019 #ShameOnICC,1,
n,train,It's Getting Pretty Hard Not To Get Ejected From A Game Ángel Hernández Is Umpiring http #Douchebag,1,
n,train,Twitter: #ShameOnICC is Trending  ICC: Wtf? WHY?  Indians: http,1,
n,train,We have more #corruption and #criminals in parliament then we have in prisons and we are supposed to trust these people they bring in laws we have to abide by but they then break #donations #drugs #BorisJohnsonShouldNotBePM,1,
n,train,@user Truly funny: you say it happened in 2016 but THIS is a Rush.    Do you see the irony in your hesitation?    #Tennessee   #JohnMcCainDay   #TrumpIsATraitor   #TrumpResign,1,
n,train,#CricketWorldCup2019 is washed away.  Poor Management.  #ShameOnICC,1,
n,train,Doctors turn down Mamata's invite; demand apology  #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #MamataBanarjee     http,1,
n,train,Dear @user you better concentrate on umpires who are sooper in last match ..No balls ni choodatledu ra ayya..Niku Dhoni gloves gurinchi enduku #DhoniKeepsTheGlove Thanks @user supporting him 🙌 #WorldCup2019,1,
n,train,#borisjohnson and then the magic happens. http #brexit #BorisJohnson #BorisJohnson #BorisJohnsonShouldNotBePM #ToryLeadershipContest #ToryLeadershipDebate #Tory,1,
n,train,This is the face of fascism coming to America! Remember he also signed bibles like he’s the second coming of Christ. #TrumpIsATraitor #ImpeachDonaldTrumpNOW http,1,
n,train,I can't believe even this turned communal. Doctors of all religions are protesting. We aren't divided. Were the rest of you sleeping earlier when other attacks were perpetrated by Hindus? Or was it not convenient for your narrative earlier? Stand United please   #DoctorsFightBack,1,
n,train,@user  what can possibly go wrong with someone wearing a glove with a logo which means nothing to you but everything to the player what would have happened if he had a tattoo of the same .. what u would  have done .. enjoy the game and stop being kejriwal😂  #DhoniKeepsTheGlove,1,
n,train,@user And we all know what a good judge of right and wrong trump is. #LiarInChief #TrumpIsATraitor #ImpeachTrumpNow,1,
n,train,@user Not only are you a slob physically but also morally and ethically.  You are making a flimsy excuse for murder.  Why not encourage support for women who carry their child to term and offer adoption alternatives to loving couples instead of taking the easy way out. #murderer,1,
n,train,Shoutout to blind PTI followers.   Read and understand the level of deception your druggy captain sold you!  #پپو_نکلا_نالائقِ_اعظم   #Pakistan  #PTIGovernment  #imranhataomulkbachao  #PMLN  #تحریکِ_انصاف_قاتلِ_انصاف http,1,
n,train,"@user What a poor advertisement of #CWC19      Hope same thing happens for #INDvPAK match.    @user deserves it.    Poor Schdule, Poor Ground conditions, Poor Rules &amp; Regulations.    Important tournament is wasted.    #ShameOnICC",1,
n,train,@user Pee pee tape  #trumpisanasshole #trumptempertantrum #idiottrump,1,
n,train,@user You are a joke. #Douchebag,1,
n,train,@user I’ve said this elsewhere but oj is absolutely KILLING IT on social media these days. He is ABSOLUTELY SLAYING it. #OJSimpson #murderer,1,
n,train,@user Despite all your corruption we will be  great again once you're out office and in jail where you belong! #idiottrump #derangeddonald #billiondollarloser ##trumpiscompromised,1,
n,train,"Well this realisation only is not enough, we didn't start it .  All we want now is a safe and secure atmosphere to work in ✌️  #Savethedoctors #DoctorsFightBack   #standwithnrs http",1,
n,train,@user @user #HappyJohnMcCainDay  🙌🏻🙌🏻💙💙🙌🏻💙🙌🏻🙌🏻🙌🏻     @user  is a DRUNK AND   #TrumpIsATraitor,1,
n,train,@user Thanks for 'exposing' Jon Stewart as Jewish #bigot #douchebag,1,
n,train,Once Upon a Time #Bangal was know by the name of  land of     ' RABINDRANATH TAGORE '     But now #Bangal has become a LAND of A Dictator &amp; psycho #MamtaBanerjee     she's Destroying the Culture &amp; Heritage of #WestBangal     #KolkataViolence  #DoctorsFightBack   #doctors_against_assualt http,1,
n,train,Happy John McCain day!!! @user @user @user @user @user @user @user #ImpeachmentInquiry #CountryOverParty #TrumpIsATraitor #TrumpMustResign #TrumpTantrum #DerangedDonald #2020Elections http,1,
n,train,@user @user Trump is functionally illiterate🤡. Does he know relatively few Jews vote Republican + few voted for HIM #TrumpHeights #GOPComplicit #TrumpIsANationalSecurityThreat #TrumpResignNow #VoteBlue #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica #Resisters #Resist #TrumpIsATraitor http,1,
n,train,"@user @user #DoucheBag  @user  day. That’s not a trend, that’s a fact.",1,
n,train,We don't need to check date of birth of  a #rapist   #India http,1,
n,train,#Murderer @user has over 400K followers? That's is sick.,1,
n,train,"As I always said, the deals b/w Zameer Ahmed &amp; #IMAFraud Mansoor Khan is out, many other bigwigs are also part of this scam.    I strongly demand the investigation to be handed over to CBI, which is the only ray of hope for the thousands of victims of #IMAJewelsScam. http",1,
n,train,The Orange Man-baby is Public Enemy Number One! When will his Moronic Supporters get well?     #TrumpIsATraitor #JohnMcCainDay #TrumpCrimeFamily #TrumpColluded #VetsResist http,1,
n,train,@user @user Boycott ICC World Cup 2019 #shameonicc @user mean for international chutiyapa council,1,
n,train,Can you support the March for Change on July 20?     March against Boris ..  http    #BorisJohnsonShouldNotBePM  #BollocksToBoris   #BollockstoBrexit http,1,
n,train,When even one of your closest allies can’t defend your reprehensible words. #TrumpIsATraitor #FakePresident http,1,
n,train,Zaghari-Ratcliffe’s husband 'resented Boris Johnson'    http  #BorisJohnsonShouldNotBePM   #FreeNazanin,1,
n,train,#ICC you have ruined the tournament. Never ever try to organize it. Better take some management lessons from #BCCI.  #ShameOnICC #icc #CWC19 #RainStopsMatch http,1,
n,train,Pic 1:- Indian grounds    pic 2:- Others grounds    #ShameOnICC #INDvNZ #CWC19   @user @user @user @user http,1,
n,train,ICC Rain World Cup 😀😁😂🤣😭    #ShameOnICC #CWC19 #INDvNZ #FridayMotivation #NBAFinals @user @user @user @user http,1,
n,train,IN #BREAKING WORLDWIDE #NEWS: DEVIL POSSESSED SEVENTH KINGDOM #SUICIDAL #MURDERER DONALD #TRUMP HAS BEEN FOUND GUILTY OF #MURDER AND HAS BEEN SENTENCED TO #DEATH! TRUMP HAS BEEN ORDERED TO TURN HIMSELF INTO THE LEGAL AUTHORITIES TO BE EXECUTED,1,
n,train,ICC doesn't allow religious and political activities then WTF is this. Lt. col.Dhoni Wears Army insignia for Pride🇮🇳    #DhoniKeepsTheGlove http,1,
n,train,"#ShameOnICC   Yeh World cup ho raha ki Baris ka World Cup kuch Samajh me Nehi Araha 👿👿👿👿🙏🙏🙏  #NewVideo link. . 👉https://t.co/UMVX2ISGp6    👉👉watch, like, subscribe &amp; Share http",0,
n,train,@user Happy Birthday Traitor! #JohnMcCainDay #TrumpIsATraitor http,1,
n,train,"WARNING: FLASH    Stupidity is never part of a solution, it is always part of a problem    Stop treating #stupidity as equal    #Hypocrisy #Hypocrites #TruthToPowerHour #Trump #TrumpResign #TrumpIsATraitor #TrumpRussia #TrumpCrimeSyndicate #ResistersForum #ResistanceUnited #BlueWave http",1,
n,train,Dear @user &amp; @user u have arranged such a big event @user   can u can't provide indoor stadiums for cricket or spend some money  to cover full ground so that as well as rain stop game can resume #ShameOnICC #AskStar @user #CWC19 #RainStopsMatch @user,1,
n,train,@user Because you knew NO ONE supported this stupid idea! #derangeddonald #billiondollarloser #trumpiscompromised #idiottrump,1,
n,train,"@user Because there are no consequences to individual #1. He basically advertised for free on TV that he is open to foreign help.  Case by case, using what criteria? 🤔  #TrumpIsACriminal  #ImpeachDonaldTrumpNOW #TrumpIsATraitor",1,
n,train,Watching the #LeadersDebate tonight I can see  #RoryStewart will appeal to disenfranchised Labour voters &amp; many now floating Remainers if he can fight his way through this scrum to the final 2. #BorisJohnsonShouldNotBePM,1,
n,train,"@user MPs who support a candidate with serial misbehaviour to be PM (#BorisJohnsonShouldNotBePM ) will face the music when they come for re-election. #BorisJohnson is the blankey blank candidate who can't be bothered to defend what he is suppose to stand for, so why back a blank brain?",1,
n,train,Tombs of #EastTurkistan Republic's exiles who died in Japan.  http  #Uyghur #FreeUyghur #China #CCP #BoycottChina #ウイグル #RT,1,
n,train,Proud of my fraternity! #Savethedoctors #DoctorsFightBack #DoctorsStrike #doctors_against_assualt #humanity http,1,
n,train,#Uyghur Protests in #Canada #Freedom for #Uyghurs  http  #FreeUyghur #EastTurkistan #China #CCP #BoycottChina #ウイグル #RT,1,
n,train,You need to learn to use #murderer on your tweets.  Then we will be able to find you right away! http,1,
n,train,@user @user This is reality of punjab m also in punjab in amritsar Ares and here is always this problems where is @user jo har relly mein chilllata tha #same   #Punjab   #CongressMukTBharat,1,
n,train,There should be proper planning for the matches that have been washed out in the rain. One or two matches can be considered but when every match seems to be washed out then what should be said about ICC @user #CWC2019 #ShameOnICC,1,
n,train,"@user #worstCWC ever in cricket.  Umpires , rain and now this . Domestic tournaments are organised better than this #CWC19     #ShameOnICC",1,
n,train,And people wonder why the pillock didnt turn up? Here's the answer. He's an embarrassment.  #BorisJohnsonShouldNotBePM http,1,
n,train,@user @user Nobody loves him who has principles #TrumpIsATraitor,0,
n,train,"@user I missed the last 15 minutes, but that guy was a #douchebag",0,
n,train,@user seems like  #ICC is supporting Muslims 😂  I suggest Surgical strike on ICC.  What is your suggestion on this?   #WorldCup2019 #India #DhoniKeepsTheGlove  #ICCVersusIndia #Pakistan http,1,
n,train,@user You’ll never win the election “fairly”.  You don’t know how to play fair.  That’s why you had Russia help you.  You’ve probability already talked to Putin about helping you this election. #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #TrumpIsAmericasHitler,0,
n,train,@user Did he just get a new paint job...on his face?#TrumpIsATraitor,0,
n,train,#China finds new ways to pressure #IdiotTrump amid trade impasse #TrumpTradeWar  http,0,
n,train,The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan http,1,
n,train,How to become a  #MURDERER . @user Gather here. http,0,
n,train,"Okay, so here's the thing..if trump can hump the flag then burning it should be cool. In fact I hope the flags he has humped HAVE been burned. #flagburning #TrumpIsATraitor #ImpeachTrumpNow #ITMFA http",0,
n,train,What an idiot. As If... 👇👇😂😂👌  #douchebag 🤡🤡#HonkHonk http,0,
n,train,@user @user Whatever. Dude still licks other players. #douchebag,0,
n,train,#virginia  has a racist governand #rapist lt governor both @user http,0,
n,train,@user The US military is not briefing the Deranged Donald Trump on major cyber warfare operations against a hostile foreign power because they do not trust the president not to betray those operations to that hostile foreign power. #TrumpIsTheEnemyOfThePeople #TrumpIsATraitor #MAGA,0,
n,train,IN #BREAKING WORLDWIDE #NEWS: DEVIL POSSESSED SEVENTH KINGDOM #SERIAL #PERVERT AND #SERIAL #MURDERER DONALD #TRUMP HAS BEEN ORDERED TO TURN HIMSELF INTO THE #LEGAL #AUTHORITIES TO BE EXECUTED FOR #TREASON AGAINST THE LORD GOD,0,
n,train,@user @user @user And by that time you will hopefully be behind bars. #TrumpColluded #TrumpObstructed #IndictTrump #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor http,0,
n,train,"661 Companies, Trade Associations Plead With ⁦@realDonaldTrump⁩ To End China #trumpTradeWar    No Don’t Stop bc of 661 companies, #idiotTrump will use excuse for failed #tariffsMan  #trump will say I almost have (not) the Chinese to change (nothing)  Sad http",0,
n,train,@user @user @user Complete BULLSH*T! Stop insulting our intelligence! Call #LyingPompeo out! @user #TrumpIsATraitor #PutinsPuppet #AntiPresident who betray our country and his oath of office #ImpeachNow,0,
n,train,"I am very disappointed in @user for having a #rapist like Jim @user still working for them. He 'allegedly' raped a woman in college, and they ignore it. Typical liberals. 'Do as I say not as I do' and 'nothing to see here'",0,
n,train,@user @user Then DO SOMETHING it is time to impeach the traitor - criminal. By doing nothing you are an accomplice to the destruction of our democracy! #ImpeachDonaldTrumpNOW #ImpeachTrump #TrumpIsATraitor #TrumpCrimeFamily,1,
n,train,@user Way to try and normalize that nasty bunch of grifters I don’t care do you? #fucktrump #fuckmelanie “it” Can’t wait for them to leave the people’s house.,0,
n,train,@user This is a load of #bullshit! Your supporters are NOT smart...cause they still support YOU! And this is NOT your approval rating! #LIES #STFU #POSPOTUS #FuckTrump,1,
n,train,"Now available - one hand written, hand signed letter and envelope set by convicted serial killer Jeffrey Dahmer.    http    #dahmer #occult #artemmortis #serialkiller #murderer #witchcraft http",0,
n,train,Worst world cup series ever had. #icc never ever try to organize world cup series again.   #ShameOnICC #icc #CWC19 #RainStopsMatch http,1,
n,train,"Our narcissistic president is an embarrassment as a human being, yet he represents America.  I am ashamed!  His interview on ABC was unbearable to watch.  Lies, lies and more lies.  He can’t even show respect by looking at people that he is talking to.  #douchebag http",1,
n,train,"Bojo is a dessembler extraordinaire , call him on his lies ! #BorisJohnsonShouldNotBePM #borisisaliar #borisbehindbars http",0,
n,train,#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt http #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump #taxday http,0,
n,train,Worst World Cup Ever 2019 !!     @user  #ShameOnICC #WC2019,1,
n,train,"The likes of Donald Trump, Mitch McConnell and Lindsey Graham are the lowest form of life and they are raping this country and trying to destroy democracy they must be stopped!  #TrumpIsATraitor #mitchmustgo #LindseyTheTraitor #LindseyTheLapdog",0,
n,train,Analysis: Trump lies more often than you wash your hands #Resist #ResistTrump #FuckTrump http,0,
n,train,"Arrogance, fear, knowledge that he is an embarrassment when the reins are off and the carers can't control him.    #fearty  #WheresBoris   #BorisJohnsonShouldNotBePM http",0,
n,train,"@user @user We get it — you’ve given out the talking point that the prez is not bad - the Steele dossier was the same thing.  It wasn’t, you know it—but it’s the only thing you can say - the President is a traitor which you also know but you and McConnell are in to deep.  #TrumpIsATraitor",0,
n,train,Sheeple.    Clowns always have a crew.    #FuckTrump http,0,
n,train,"No freedom of press in us anymore, death sentence for the chef of WikiLeaks, and that's only one thing. SHAME ON EVERYBODY WHO VOTES FOR TRUMP. Forreal who would vote for somebody like him after informing themselves for just 5 minutes  #dontvotetrump #fucktrump #scandal",0,
n,train,@user Pompeo is distracting and lying to shift attention away from trump and his crime family! #Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump,0,
n,train,#ShameOnICC that too Big shame,0,
n,train,#DhoniKeepsTheGlove bcci are bunch of useless fat cats. Incapable of anything.,0,
n,train,Disgusting 🤢 #BorisJohnsonShouldNotBePM http,0,
n,train,"Trump can't help but lie, even when the original lie was found to be a lie and verified a lie by others he'll stick with the lie. It's his world and his lies and his bubble. #FuckTrump http",0,
n,train,Yeh sirf meeting me jane k lie humne pradhamntri chuna hai yaa kuch action b lenge aap #DoctorsFightBack #Savethedoctors How shameless is bjp that it cnt even save its own karyakarta...  Thik thaa congress tha.  Itnaaa violence toh nhi hota tha..  @user,0,
n,train,@user @user That is 100% BULLSHIT! #FuckTrump #Truth #Resist,0,
n,train,@user I thought this POS was in jail still? Hope he ends up broke and alone! #Murderer #PutHimBackinPrisonPlease,0,
n,train,@user don't keep on bullshitting every complain coming your way...this is most wrost WC ever that has been conducted.   #wrostscheduling  #moreworseumpiring  #moremoreworseignoringthecomplains  #ShameOnICC,0,
n,train,@user You are a murderer. We will NEVER forget. You will get your justice when you meet your maker. #MURDERER #NicoleBrownSimpson,0,
n,train,"Man, it really wouldn't be the worst thing if this traitor dropped dead anytime now. #FuckTrump http",0,
n,train,"@user @user In honour of #pride, truck fump!! http    #Pride2019 #fucktrump #mug #coffee #lgbtq #impeachtrumpnow #impeachdonaldtrump #coffeemug",0,
n,train,@user - Islamic Cricket Council #DhoniKeepsTheGlove #ICCVersusIndia,1,
n,train,#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt http #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump http,0,
n,train,@user happy birthday  hope you enjoy your day !   Because this is going to be your last as a Free Man ..  #TrumpIsATraitor  Jail time is waiting for you !  #LockHimUp,0,
n,train,@user @user IS the foreign threat. He plainly stated he’ll choose foreign adversaries over democracy “because why not”. You have a sworn oath to defend the republic. IMPEACH HIM. DO IT NOW. #ImpeachDonaldTrumpNOW #TrumpIsATraitor http,0,
n,train,@user BoJo the COWARDLY Clown!    It's heartbreaking to see the UK disintegrate into a joke country!     😭  #BorisJohnsonShouldNotBePM   #BrexitShambles,0,
n,train,Trump is the Prince of Hippos.     #fucktrump,0,
n,train,Those that deal in the superficial #NarcissisticPersonalityDisorder will ALWAYS be easily conned by Psychopaths. @user is an idiot. Definitely being played. Isn’t the US lucky? #FuckTrump http,0,
n,train,@user WHEN YOU SAY  'ALMOST EVERYTHING'  they are saying is the opposite    YOUR ARGUMENT FAILS    YOU SOUND LIKE THE VILLAGE IDIOT  #IdiotTrump  #TrumpTheVillageIdiot,0,
n,train,Decisive response should be to bomb MBS #murderer #liar http,1,
n,train,"@user W/thoughts like what this fraudulent @user uttered indicates his desire to be #DictatorTrump     WAKE UP America, this will not happen on our watch.  Vote this bastard out via the biggest #BlueWave2020 ever! #TrumpIsATraitor     http",0,
n,train,"We wait for 5 Years to watch this Shit!   5 Matches abandoned without a ball bowled, don't you feel ashamed of your planning @user   #ENGvWI #ShameonICC   I feel sad for #SriLanka as they missed 2 chances because of you.   Please Order Chullu Bhar Paani from Amazon.",0,
n,train,#Rapist to be hanged at any cost. http,1,
n,train,"Wow! So you really did drink that Kool-aid . I guess there is no cure for stupid, though. #TrumpIsATraitor #TrumpsWorseThanNixon #TrumpCrimeSyndicate http",1,
n,train,"I dont support any kind of Mob Violence, Doctors deserve safety and protection.     But the way BJP leaders and Sanghi trolls have communalized Bengal doctor issue and AIMA went on strike, It is important to expose their hypocrisy.   #DoctorsFightBack     THREAD 👇 Read it     1/n",1,
n,train,I know weather Gods no one can control...but better planning should have been there #ShameOnICC #CWC19 ... also there was a hue n cry for India playing Pakistan earlier... no one officially commented ... But God may do his bit !,1,
n,train,"@user @user Can you ask him why were giving welfare to farmers when there are plenty of jobs, and while they are receiving their socialism Russia is making money hand over fist selling their crops to China   #TrumpIsATraitor and so are you",1,
n,train,"@user Thank you, Vietnam! But unfortunately, .@RRD_Davao and his cohorts have been paid off by China to the detriment of the Filipino people. #TraitorDuterte #BoycottChina",1,
n,train,"#IndiaVsPakistan is a one sided affair all the time.   The hype gets created by #TerroristNationPakistan   The fact is, #PakistanCricket, #PakistanArmy or #PakistanEconomy is no match for #India   #IndianCricketTeam proved it today.   #FathersDay slap from a real father!!  #INDvPAK",1,
n,train,"The Pentagon didn't have 'the courage' to tell you about how they're ramping up cyber operations on your boss man, Putin. They refused tell you anything about it because they knew you'd stop it. #TrumpIsATraitor http",1,
n,train,"Listen 'de Pfeffel':    Ireland will not allow the 'backstop' clause to be dropped because doing so would be as big a threat to the country as Britain leaving without a deal, Leo Varadkar has said this morning..  http    #BorisJohnsonShouldNotBePM  #BollockstoBrexit http",0,
n,train,"If you're the kind of person with a vanity plate that says 'TED TLK' on your Tesla, then you're probably the kind of person I would enjoy running over in my 15 year old Hyundai.  #douchebag",1,
n,train,"They heal, operate, diagnose  We consider them a part of the second God cosmos  This is so appalling, shameful and gross  We need to bring this violence to a close    #SaveBengal  #DoctorsFightBack  #standwithdoctors",1,
n,train,"#DoctorsFightBack #SaveBengal Among all this no one is bothered or talking about why on every big or small incident invovling a muslim, a mob of 2-300 MUSLIMS assemble &amp; breaks the law at will? #MajorityIsNotSafe in India. @user @user @user @user @user",0,
n,train,"Do NOT question our humanity.I dare you @user @user to broadcast this,though,of course,you won't. They are Indradeep, Amresh&amp;Chinmay of final year(4th year).  #Savethedoctors #SaveTheSaviours #DoctorsFightBack @user",1,
n,train,The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan http,0,
n,train,Dear @user    You should have reserve days for WC matches. It's a WC match not u'r regular 1dy matches. It comes after 4 year. So u should be more vigilant while choosing venues.   You should apologise from every cricket fans for this mess.    #ShameOnICC http,1,
n,train,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user #JohnMcCainDay #ImpeachmentInquiryNow because #TrumpIsATraitor,0,
n,train,"#ShameOnICC  If such situation happens in India then whole world will blame us for our management,but currently it is in England so no one is saying anything. Guys We need to make these hashtag trend so that they can realise there worst management and wrong decision on M.S Dhoni.",1,
n,train,Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris http,0,
