dataset,split,text,label,multilabel
b,train,Yep that selfish idiot just put the Secret Service at risk for a photo-op. Vote him out! #BidenHarris2020,1,
b,train,@user @user And CCP has been giving turned a blind eye to those “scholars” who have been promoting the notion that the Western Leftist parties are nothing but commies. Joe Biden and Kamala are more communists than Castro. This disinformation campaign has actually served CCP well.,0,
b,train,"@user @user Well, we still have work to do helping our new President Joe Biden and Vice President Kamala Harris. Let’s get to it.",0,
b,train,"If Trump had any leadership and sense, he would hire Joe and Kamala right now to the virus task force and give them authority to take it on now and work cooperatively  plan coordination and focus efforts to save lives. January is too late.",0,
b,train,"#MyNameIs Robin. It means ""famed, bright, shining.""[NEWLINE][NEWLINE]These=apt descriptors for Joe Biden &amp; Kamala Harris. They will help restore these qualities to the US, which has suffered w/45 &amp; his regime at the helm.[NEWLINE][NEWLINE]Pls vote &amp; make this a reality on 11/3. #BidenHarris2020 #OneV1 #DemCast",0,
b,train,@user @user “And if you vote for Trump you ain’t black” -Joe Biden now that’s racist!!,0,
b,train,"""I see a Joe Biden hovering around America but the reign was short-lived as Kamala Harris assumes the pilot seat."" -Mbaka",0,
b,train,@user Positive you will win.  Trump 2020🙏,0,
b,train,@user Me!!  I have my beer and popcorn ready!!  #MAGA #TRUMP2020,0,
b,train,@user Oh but the millions the Bidens were paid by Russians is nothing. LOL you are hacks. #fakenews #Trump2020,0,
b,train,"Moscow Mitch cackled during the debate last night when called out about his failed coronavirus response. Over 220,000 people have died and this maniac is laughing. Kentucky deserves better than this reckless Trump puppet. We all do. Vote McGrath!",1,
b,train,@user We need the Unions to keep the American dream alive fir millions. #Biden #Biden2020 #unions,0,
b,train,@user @user @user I’ll take some of that action!  #BidenHarris2020,0,
b,train,"Fucking dumbass! Literally 2 minutes on TinEye &amp; I find this is just some bullshit in Italy from 2018 that has zilch to do with Trump. Once Trump wins a 2nd term I think we can safely expel these mentally stunted individuals from the #TrumpTrain. No more need of ""useful idiots""! http",1,
b,train,".@RepAndyBiggsAZ, along with 18 of his House colleagues, sent a letter to @user Director Christopher Wray, raising questions about the FBI’s alleged involvement in obtaining and analyzing a hard drive and laptop, which purportedly had emails belonging to Hunter Biden.-&gt; http",0,
b,train,Pete Buttigeig to LGBTQ youth: #Vote like your life depends on it. #BidenHarris #BidenHarris2020 http,0,
b,train,@user @user What a perfect answer![NEWLINE][NEWLINE]#BidenHarris2020,0,
b,train,"Am I orthodox? I don’t know, but I’m a member of an incredible orthodox community and so many of us are #YidenforBiden. For all the reasons and for Israel too. I just know that Joe Biden and Kamala Harris are the type who’d sign up first for the Meal Train, and that matters. 😉",0,
b,train,@user @user Joe seriously could poop his pants in front of the whole country tonight! #Trump2020 💪🏽🇺🇸👍🏽,1,
b,train,@user He broke USPS.[NEWLINE]He welcomed foreign interference. [NEWLINE]He abused the powers of incumbency.[NEWLINE]He has his own media who hide his flaws from his base.. [NEWLINE]He has pulled every election trick in the book. [NEWLINE][NEWLINE]And he's losing. [NEWLINE][NEWLINE]Joe Biden and Kamala Harris will be in the WH.[NEWLINE][NEWLINE]There's work to do,0,
b,train,@user Ole Mark is begging Jemele Hill to get him on at her new spot. Cryin ass baby 😭 #MAGA2020 🇺🇸🖕🏼🇺🇸,1,
b,train,"@user @user @user @user No, not that plan, although it does sound better than Trump's. [NEWLINE]I'm referring to Biden's plan, Joe Biden. You know, the Biden who is part of the hashtag below:[NEWLINE]#BidenHarris2020",0,
b,train,@user @user Sure does! #Trump2020,0,
b,train,@user That’s correct #FourMoreYears #Trump2020,0,
b,train,Some dudes in this platform are STILL mad Hilary Clinton lost... Schedule a doctor appointment immediately... Get your T levels checked... Your welcome #debate #BidenHarris2020 #Trump2020,0,
b,train,"I have been waiting so patiently for this moment. Biden is grade school tee ball, @user is a Cleveland Indian 💪🏻 #triggered #sorrywarren #rolltribe #bidenforPRISON #DRAINTHESWAMP #Trump2020 #ClevelandPatriot [NEWLINE][NEWLINE]@DonaldJTrumpJr [NEWLINE]@TRUreporting http",0,
b,train,"Has Trump said anything about Michigan terrorism plot by right wingers upset because they had to wear little, dainty masks on their big manly faces?",0,
b,train,This guy must be a @user voter. #MAGA2020 http,0,
b,train,@user @user Missed your concern about Kamala Harris and the Joe Biden campaign staff bailing out Minnesota rioters...,0,
b,train,@user She is evil!! SHE SHOULD BE PROSECUTED TO THE FULLEST AND PAY THE AMERICAN PEOPLE BACK FOR WASTING OUR TAXES!!! #ProsecuteHillary #ObamaBidenGate #RecallGavinNewsom #RemovePelosi #DrainTheSwamp ❤️🤍💙 #Trump2020 #MAGA #MAGA2020,0,
b,train,@user @user Thanks Lucy! #BidenHarris2020,0,
b,train,"@user lie #1 ""we cannot""  -- who  says so?[NEWLINE]lie #2 ""4-4""  you literally just made that up[NEWLINE]lie #3 - ""constitutional crisis"" -- we passed that when you screwed Obama/Garland, so thanks for caring[NEWLINE]lie #4 - ""contested election"" -- shame on you. [NEWLINE][NEWLINE]Resign now #BidenHarris #bidenharris2020",0,
b,train,@user @user Sounds a bit bias..[NEWLINE]No thanks. [NEWLINE][NEWLINE]No reason not to vote in person!?[NEWLINE]#Trump2020,0,
b,train,"Anybody looking for a patriot to build a website or do any kind of online work?[NEWLINE][NEWLINE]Please let me more, I’m looking everywhere.[NEWLINE][NEWLINE]Thanks so much![NEWLINE][NEWLINE]#Trump2020",0,
b,train,"Just in case the pro-life brigade has missed this: #COVID treatment touted by Trump was tested with cells drawn from fetal tissue[NEWLINE][NEWLINE]#Regeneron was tested using a cell line derived from human embryonic kidney cells from an abortion.[NEWLINE][NEWLINE]Funny, how quiet the Evangelicals are ...",0,
b,train,"@user Our country is devoted to a government by the people. Even if one personally feels disaffected, vote for those without a voice and shine light for them. #BidenHarris2020",0,
b,train,My sweet Girlies living their very best lives. They say #fucktrump and want you to vote for #BidenHarris2020! http,1,
b,train,Are we not going to talk about how @user had a wire during the #PresidentialDebates2020 last night? 🤦‍♂️[NEWLINE]#Trump2020 http,0,
b,train,#Debates2020 should be interesting. How will #POTUS perform with no audience present? #BidenHarris2020,0,
b,train,Oh yeah! Biden/Harris bracelets #Gemstones #VoteBlue2020 #BidenHarris2020 #VoteHimOut  http,0,
b,train,@user @user @user @user #GOP #Senate2020 #SenateGOP #Trump2020 ''TO AMERICA'' Will You be voting Red Across the board in Your Area??      (reasons why)=We need to take control the house and the Senate in order to vote for a Republican Supreme Court Justices *RT,0,
b,train,@user Your vote for a totally non-viable candidate will have zero effect on the election except to have given Trump one more vote.,0,
b,train,@user Y’all are absolutely awful.  Add some context to these posts.  Biden says he wouldn’t answer because if he said yes or no that would be the news story and distract from the conversation about the SCOTUS pick.   [NEWLINE]#VOTE #BidenHarris2020,0,
b,train,"The enthusiasm for Biden isn't FOR Biden, it's against Trump. The enthusiasm for Trump is exactly FOR Trump. It's my belief, and often massive statistical fact, that positive enthusiasm lasts longer and leads to more than negative. One of the ways I think Trump will win.",0,
b,train,@user @user Yes! And I very enthusiastically voted for JOE BIDEN and KAMALA HARRIS!,0,
b,train,"Trump: ""He's talking about defunding the police. He has no law enforcement support...""[NEWLINE][NEWLINE]Biden: ""That's not true...""[NEWLINE][NEWLINE]Trump: “Name one law enforcement group that supports you.” [NEWLINE][NEWLINE]Biden: “We don't have time for that.” [NEWLINE][NEWLINE]Me At Home:😂🤣😂🤣😂🤣💀[NEWLINE]#Trump2020",0,
b,train,"AND... Kamala HARRIS, is NOT ANY better, MORALLY than JOE BIDEN. We do NOT NEED EITHER OF THEM in Our Governing System.  -- and OTHER Current Radical Extreme Leftists who have infiltrated our normally PATRIOTIC Democratic Party, need to be expunged from our Congress.[NEWLINE]Re-TWEET!",0,
b,train,"""A winner is a dreamer who never gives up!"" ~ Nelson Mandela[NEWLINE][NEWLINE]#RidenWithBiden #BidenHarris2020 #BidenHarrisToSaveAmerica #DumpTrump",0,
b,train,@user A religious man..putting seniors at risk. No mask..heat..in a community of seniors.. [NEWLINE][NEWLINE]https://t.co/ar4DTInZzh,0,
b,train,@user @user @user @user The United States does trump maybe somewhat corrupt but the Biden’s take it to another level like the Clinton level. Makes any currption in trumps whitehouse look like child’s play. Biden’s r guilty n if joe wins Kamala will take over by February just like the left planed,0,
b,train,Live footage of Joe Biden and Kamala Harris outside the white house #Biden2020 http,0,
b,train,BEAUTIFUL speech! It should be broadcast everywhere! #BidenHarris2020 #BidenHarrisToSaveAmerica  #gettysburg[NEWLINE][NEWLINE]https://t.co/mzBGINFn1k,0,
b,train,Took a punch in the face last night and lost our first game of the season...I made way too many mistakes.  Let my team and coaches down.  Today is a new day...time to go back to work and get back on track! #2020Vision #LookingForward #BackOnTrack,0,
b,train,"@user You won’t do it. You’re terrified because they will turn off your microphone.We want to here the plans and agenda not you interrupting with your bulling and lies. Attacking family members. You’re losing and know Biden will win the second debate. You have no agenda,plan #Biden2020 http",0,
b,train,This is a major scandal!! What the f*ck was the #TrumpAdministration and the #Trump2020 campaign thinking??  Hiding his diagnosis for 36 *additional* hours is totally irresponsible and something #VladimirPutin would do. #LiarInChief #PutinsPuppet http,1,
b,train,@user #BidenHarris2020 We can do this !#StrongerTogether #Democrats,0,
b,train,"@user @user @user Yes, I Know![NEWLINE]#Trump2020 #MAGA http",0,
b,train,Humor for your night of #Debates2020   and #Nascar![NEWLINE][NEWLINE]#BidenHarris2020 #Trump2020 I’m voting #SolidarityParty. #Debates  #ACBForScotus[NEWLINE][NEWLINE]REPOST: Fixed a couple things. http,0,
b,train,"Mr. President, @user Go Fo the Kill. Nominate Amy Coney Barrett to replace Ginsburg Immediately! Dems Would Do It Without Thinking Twice. Do You Agree? #Trump2020 #Trump2020LandslideVictory #MAGA #KAG #Trump2020Landslide #SCOTUS #MAGA2020 #KAG2020 #VoteRed #QAnon RT",0,
b,train,"🔊(Sound on) Why is this #Bernie voter, voting for #Biden?[NEWLINE][NEWLINE]Have you requested your ballot? Do it now. Deadlines are approaching!https://t.co/83LXiK8hjZ.[NEWLINE][NEWLINE]#bidenharris2020 #votefromabroad  #novemberisnow #expatlife #absenteeballot #progressive #berniesanders #greennewdeal #scotus http",0,
b,train,"Guys, I can never recall a Super bowl or World Series Champion ever bitching “well yeah we won but I’m really pissed because it should NEVER have been this close!” [NEWLINE][NEWLINE]Get ahold of yourselves. Joe and Kamala are winning this. Trump is losing it. The margin doesn’t really matter.",0,
b,train,@user @user [NEWLINE][NEWLINE]Keep New York Blue until after the elections. [NEWLINE]#RIPRuthBaderGinsburg [NEWLINE]#RBGLegacy [NEWLINE]#VoteBlueToSaveAmerica [NEWLINE]#VoteBlueForRBG [NEWLINE]#VoteBidenHarris2020 http,0,
b,train,@user @user @user @user @user President Trump plans to participate in the next debate against Joe Biden anyone want to take bets he’s either dead or very sick and won’t be able to participate ? #BidenHarris2020 #Election2020,0,
b,train,So I just read that @user @user @user think they’re going to turn our great state of Texas blue...all I can say is “Come And Take It”!! #TexansForTrump #Trump2020,0,
b,train,@user @user Get it Terrence!! 🇺🇸🇺🇸🇺🇸[NEWLINE]#MAGA2020,0,
b,train,Kamala Harris not Joe Biden will be President if Trump loses. http,0,
b,train,"There are a number of legitimate concerns that people have raised about Joe Biden &amp; Kamala Harris; I won't disregard that. But with Trump as the alternative, I think it's more than reasonable for me to express relief &amp; even a little elation over the election results.",0,
b,train,I need 26 more patriot followers to hit 10k. Can you show the love and retweet? #Trump2020 #FillTheSeatNOW #ReplaceRBG #IFBAP,0,
b,train,"@user @user #Biden, nice guy. Has all Americans at heart. But he's physically not up to this anymore. We have 73 and 77 year old candidates running for a four year term, for real they are the best future America has to offer? #USElection2020 [NEWLINE]#FuckTrump[NEWLINE]#TrumpIsARacist[NEWLINE]#BidenHarris2020",1,
b,train,"I like the sentiment, Jack, but you know this country will remain divided even if you win. #BidenHarris2020 http",0,
b,train,@user Actually Sir everything that came out of that fat sweaty--like Nixon in 1960--criminal POS did NOT come out of his mouth. Like everything else he says and does it all came out of his rectum.[NEWLINE][NEWLINE]Gr8 job Mr. Vice President under horrendous circumstances.[NEWLINE]#BidenHarris2020 http,1,
b,train,@user @user Nobody is trying to persuade Trump supporters. It’s clear everyone still in the MAGA cult is a lost cause. [NEWLINE][NEWLINE]#BidenHarris2020,0,
b,train,i’m REALLY happy trumps out of office but can we pls not simp for joe and kamala like the whole point was settle for biden why are we acting like theyre good ppl or something,0,
b,train,@user If you all only knew.  But you all will soon enough. #Trump2020,0,
b,train,Young voters..we need you to vote. Obama says it all. We are counting on you! @user @user @user @user #VoteBlueToSaveDemocracy #VoteBlue2020 for RBG and John Lewis http,0,
b,train,"@user @user I’m 1/16th Cuban so I understand your struggle, #Trump2020!",0,
b,train,@user YOU LOST! THE AMERICAN PEOPLE WON! JOE BIDEN AND KAMALA HARRIS ARE GOING TO BE OUR NEW LEADERS! NOW GET OVER IT!,0,
b,train,"The Left: ""We deeply care about accepting the results of a certified Election""[NEWLINE][NEWLINE]Also the left: ""Not my President!""[NEWLINE][NEWLINE]#MAGA2020 #Trump2020",0,
b,train,"@user @user Yup... Joe Biden, Kamala Harris both got new jobs... But D J Trump and Mike Pence are out of work...",0,
b,train,Signs are up!! Let’s gooooooo!!!!! #BidenHarris2020 http,0,
b,train,"... that’s exactly the end game for the leftist mob[NEWLINE][NEWLINE]Compare well-intentioned dissenters to the worst of the worst, to the David Dukes of the world, and maybe they can discourage opposing views[NEWLINE][NEWLINE]#Trump2020[NEWLINE][NEWLINE]#FourMoreYears[NEWLINE][NEWLINE]#Trump2020[NEWLINE][NEWLINE]#Trump #MAGA #KAG #2A http",0,
b,train,@user @user @user Go say a pray for PRESIDENT-ELECT JOE BIDEN AND VICE PRESIDENT ELECT KAMALA HARRIS  OH YEAH. F##k god,0,
b,train,"@user This response is for Joe, Kamala, &amp; the bright future the world now has without you as president",0,
b,train,Some get a kind of thrill from killing people.- they need to kill again.  #Trump,0,
b,train,So excited! My custom @user chucks are here! Thank you @user they’re beautiful!! #KHive #BidenHarris2020 http,0,
b,train,"@user No let's debate. Since the Presidential one was  useless, I am hoping that this one will be informative. #TrumpCovidHoax #VoteGOPOut #DumpTrump #TrumpLied200KDied #Biden2020 #VoterSuppression",0,
b,train,I can count on few leaders that has strong heart..[NEWLINE][NEWLINE]And that's all we need at this moment. [NEWLINE]Leaders like @user  @user  @user  @user nyesom wike[NEWLINE][NEWLINE]#EndSARS #BiafraExit #Trump2020,0,
b,train,@user http vendor was great - She had the hat posted a few minutes after the debate - I had it within a week or so.,0,
b,train,"@user 🤣🤣🤣🤣 The market is up because Joe Biden and Kamala Harris were hired and you're fired. And, it is such great news!!! We cannot wait until you're out one they're in.",0,
b,train,"@user @user Here in West Virginia, Trump supporters are still waiting for the coal boom Trump promised in 2016. It’s not going to happen, regardless of who’s in the White House. Time for us to get real &amp; get serious about energy policy. http",0,
b,train,"Senator @user is one of the most experienced, dynamic and thoughtful people in all of American politics and we'll be fortunate if she's our next Vice President.[NEWLINE][NEWLINE]Pitch in to help us make that happen![NEWLINE][NEWLINE]#MVPHarris http",0,
b,train,I find really strange stuff when I go thru my storage loft! 🤪[NEWLINE][NEWLINE]#pbr[NEWLINE]#pabstblueribbon [NEWLINE][NEWLINE]VOTE #BidenHarris2020[NEWLINE]#VoteBlueToSaveAmerica http,0,
b,train,#VoteHimOut #VoteHimOut2020 #MAGA2020 #MAGA #fucktrump #ByeDon2020 @user you are fired #BidenHarris2020 http,1,
b,train,"Trump to hold in-person events in Florida, Pennsylvania and Iowa next week http via @user",0,
b,train,"@user So true. I think you all are totaling winning. Keep telegraphing that out, please.[NEWLINE]#Landslide2020 #VoteBlueDownBallot #VoteBlue2020 #BidenHarris2020",0,
b,train,He will WIN on November 3rd 🇺🇸[NEWLINE]#TRUMP2020 💙 MAGA 🦅 http,0,
b,train,these people should have come closer[NEWLINE]#PutinsGOP #Putin  #MAGA2020 #QAnons #quote #BOSvsMIA #FaZe5 #ORLvCHI #JoeBiden #LadyGaga #MAGA #KAG #Trump2020LandslideVictory #Texas#Trump2020 #WWE #WWG1GWA #POTUS #trump #USA #Atlanta #uniswap  #CancelNetflix  #DonaldTrump #education 😂😛🤮 http,0,
b,train,@user We did Joe. #Trump2020 #VoteRedToSaveAmerica 🇺🇸🇺🇸🇺🇸,0,
b,train,"Typical disgusting republicans... Maryland man arrested over plot to kidnap, beat, sodomize and murder Joe Biden and Kamala Harris on national TV - RS http",1,
b,train,@user @user Good try but no. And it still should be remote unless Trump releases all medical records and test results (positive and neg) for the last month or so.,0,
b,train,@user Just shut up 12 year old! Talk about how muslims caused riots in Sweden and burned the city! #Trump2020,0,
b,train,@user WHY WOULD TRUMP START ACTING RESPONSIBLE NOW????? HE HASN'T FOR 4 YEARS!!!!! #WAKEUPAMERICA #WAKEUPAMERICA #WAKEUPAMERICA #THEGOPISTHEPROBLEM #VOTEOUTTRUMP #2OOKDEAD #2OOKDEAD #2OOKDEAD #BIDENHARRIS2020 #BIDENHARRIS2020 #GOEARLYVOTE #VOTEEARLY #VOTEEARLY #VOTEEARLY #VOTEEARLY,0,
b,train,"@user @user We stand with you, Senator Graham! 🇺🇸 #MAGA2020",0,
b,train,@user What is it in 2020?  Didn’t Trump tout lowering the price.,0,
b,train,AND CAMEL TOE KAMALA VICE PRESIDENT AND PRESIDENT! THEY KNOW JOE BLOW CANNOT RUN THIS COUNTRY,1,
b,train,@user Camila said 5 days ago she voted for Joe Biden and Kamala Harris http,0,
b,train,@user Congrats @user for having the tenacity to stay engaged &amp; determined! [NEWLINE][NEWLINE]#VoteBlue2020,0,
b,train,Passing out masks at the Trump rally in Ohio #Trump2020 #Trump #TrumpRally http,0,
b,train,"@user @user Trailing by double digits, it must suck to be you / a Trump supporter!-!! 😂😅😁  #Biden2020",0,
b,train,Took long enough to arrive. #biden2020[NEWLINE]Instagram: http,0,
b,train,Hopefully in prison. [NEWLINE]#EndTrumpsWarOnAmerica [NEWLINE]#BidenHarris2020 http http,0,
b,train,@user @user @user So true! I've always believed even through prayer we still have to meet God halfway. Wonderful message! #FightForTrump #Trump2020,0,
b,train,Donate what you can to @user Brilliant tactics by Republican strategists putting country over party and working to elect Joe Biden and Kamala Harris. http,0,
b,train,@user And here we are in the states with a president who hasn’t met a rally he doesn’t need deep down in his withered little soul and pretty much everywhere planning trick-or-treat for Saturday. [NEWLINE][NEWLINE]Don’t mind us. We’ll be gone soon enough.,0,
b,train,@user Me too!!  Fill that seat @user  #Trump2020,0,
b,train,I want @user @user to win. too! #BidenHarris2020 #Vote2020  [NEWLINE]https://t.co/zGE2vZ4lFw,0,
b,train,@user @user @user @user Haha nice one! [NEWLINE]Here's one for you (racist Trump) http,0,
b,train,Do you want to know what my dad thought about the debate?[NEWLINE]#Trump2020 http,0,
b,train,It's pretty obvious who looks more presidential! [NEWLINE][NEWLINE]#BidenHarris2020 http,0,
b,train,"@user We love you, President Obama. Please keep speaking out so that we can elect Joe Biden and Kamala Harris. We must end the scourge of Trump(ism).",0,
b,train,"38-year-old man passed away after fasting for four days to pray for Donald Trump’s recovery. According to his family, Bussa Krishna Raju worshipped the US president like a God http",0,
b,train,@user @user @user @user There's really no need for them to work overtime.[NEWLINE]We all know who's totally unqualified to be President.[NEWLINE]That would be Donald J Trump!,0,
b,train,@user Early and in person? Shouldn’t you vote only once? #voterfraud #VoterID #Trump2020,0,
b,train,This sums up the debate part 2 #JoeBiden #biden #Biden2020 #trump #donaldtrump #election2020 #election #vote #October1st #donaldtrump #funny http,0,
b,train,@user I am voting.  For President Trump.[NEWLINE][NEWLINE]#Trump2020 [NEWLINE][NEWLINE]#Trump2020Landslide,0,
b,train,"@user Go back to bed Joe, you and your Lid slept through the Nomination ceremony. Set your alarm for the debates. #Trump2020 #HidenBiden",0,
b,train,are you ready to wear this shirt? 👇[NEWLINE][NEWLINE]https://t.co/cKgi5P4bI3,0,
b,train,"Presidential debate was painfully HORRIFIC! Trumps undignified behavior was bad enough but add to that, his quote, “Stand back &amp; stand by.” #BidenHarris2020",0,
b,train,"""As the pandemic progressed, many saw the deaths of elderly people, or those with preexisting conditions, as acceptable and dismissible. And as COVID-19 disproportionately hit Black, Latino, Indigenous, and Pacific Islander communities, [NEWLINE]https://t.co/xBPdEqNXE0",0,
b,train,My father will be 99 on September 11. He served in World War II flying  25+ missions over Germany as a ball turret gunner. He’s absolutely and totally appalled by this current so-called president.  [NEWLINE][NEWLINE]#WeRespectVets  [NEWLINE]#TrumpResignNow [NEWLINE]#BidenHarris2020 http http,0,
b,train,"@user @user Trump. the billionaire, begging for $$ because he can’t handle defeat.[NEWLINE][NEWLINE]So the right thing and congratulate Joe Biden and Kamala Harris.[NEWLINE][NEWLINE]We now have a woman VP!",0,
b,train,@user Where it's headed if Comrade Kacklin Kamala is elecetd President errrr...... I mean Joe. http,0,
b,train,"@user @user Biden/Harris not only have a plan, but they have an entire section of that plan devoted to empowering BLACK MEN![NEWLINE]https://t.co/422pUs1d4U",0,
b,train,the album leak leaked #TrumpIsARacist kpop taekook nsfw porn like jikook fancam rt among us ateez enhypen treasure giveaway sex sugar daddy sugar mommy #followtrick twice std straykids ifb gainmutuals promo gc anime cosplay nct #Trump2020 #Biden bardipink[NEWLINE]https://t.co/wf7Uj7zmj1,1,
b,train,@user Pence is sick too,0,
b,train,"@user @user Please tell us what Democrats have done for minorities over the past 60 years, particularly Joe Biden and Kamala Harris.",0,
b,train,"@user Would have to include Kamala also. If its just against Joe, then Kamala would be president",0,
b,train,@user I BELIEVE IT'S TIME TO DRUG TEST JUNIOR YOU F**KING MORON!!!!!!!! #WAKEUPAMERICA THIS MORON IN THE W.H ISN'T EVEN QUALIFIED TO RUN AN LEMONADE STAND!!!! #TRUMPISALAUGHINGSTOCK #TRUMPFAILEDAMERICA #2OOKDEAD #BIDENHARRIS2020 #VOTEEARLY #VOTEEARLY #VOTEEARLY,1,
b,train,The White Supremacist And Extremist Donors To Trump's 2020 Campaign || Via Huffpost http,0,
b,train,@user You're awesome bro we need you #Trump2020,0,
b,train,@user @user @user @user @user @user @user @user Isn't it a crime to send emails on a public server ?,0,
b,train,"Joe Biden and Kamala Harris. Let's see what these two plonks do. I'm going to be honest tho, from my point of view, it's not gonna be good. Too Obama-y",0,
b,train,"Donald Trump is going to lose in Florida along with a load of other state's, I really hope that Joe Biden becomes president with Kamala Harris as vice President and I don't even live in America I'm a Scot living in Scotland.😆😆😆😆😈😈😈😈",0,
b,train,"@user It shit. It’s a town hall. Also, 210k dead from COVID. Happy your not one of them but will be happier when you’re no longer President. #Biden2020 #BidenHarris2020 #TrumpCovid19",0,
b,train,@user Thank you!! I agree. I’m so ready for November 😊 #Trump2020 🇺🇸,0,
b,train,Pelosi preparing for House to decide presidency if neither Trump or Biden win electoral college: report http [NEWLINE][NEWLINE]Get out and #VoteRed2020,0,
b,train,"@user I’m all for celebrating, but I am a huge fan of social distancing. My uncle just passed away from Covid on Halloween and my sister works in a retirement community and has 17 patients with Covid.  But With that said, I’m extremely thankful Joe Biden and Kamala Harris won.",0,
b,train,One thing we've noticed lately on the campaign trail: a growing number of Black Americans supporting @user are leaving the Democratic Party in droves. [NEWLINE][NEWLINE]President Trump has accomplished more for the black community in 4 years than Joe Biden has his entire career http,0,
b,train,⚠️WARNING AMERICANS ⚠️[NEWLINE]Obama Paved The Way For Islamic Sympathizers To Infiltrate Our System...[NEWLINE]The Goal For The Democrats Is To Bring Islamic Law To America‼️[NEWLINE]#JoeBidensAmerica #Trump2020 🇺🇸✝️ http,1,
b,train,Can confirm the part about conductors and world domination 👁 #RidinWithBiden #BidenHarris2020 #TrumpMeltdown #DumpTrump http,0,
b,train,I think the Trump update would have been more creditable had the Walter Reed doctors spoke.[NEWLINE]#BidenHarris2020 #VOTE #BlackLivesMatter,0,
b,train,Scum bag! The hypocrisy is overflowing!😡#BidenHarris2020 http,1,
b,train,"@user @user @user Best Day Ever! Congratulations President Joe Biden and Vice President Kamala Harris, we did it! [NEWLINE]👊😃👍🇺🇸 2020",0,
b,train,"Enough has been said about that debacle/debate last night. I'm going to say this. [NEWLINE]If you love your country and you want to maintain all your rights and freedoms that we Americans have fought, sacrificed, and died for - vote for Joe Biden. Trump is a dumpster fire.[NEWLINE]#VoteBlue2020",0,
b,train,@user For me it's the fear that somehow Trump will cheat again and steal this election and the aftermath of that.  I won't relax and exhale until Joe and Kamala are sworn into office.,0,
b,train,"@user @user @user @user Trump did nothing, but Joe and Kamala are going to get it handled. Anything else?",0,
b,train,No truer words have ever been said. This started way before Trump. So don’t think after Trump the media will get back to being unbiased. They blamed GW Bush for a hurricane for crying out loud! They r totally in-line with the Democrat party. #FakeNews #MediaBias #Trump2020 #MAGA http,0,
b,train,@user You are so right! I feel exactly as you do! Let's get this orange clown out! #BidenHarris2020 #DumpTrump,1,
b,train,Holy moly. An independent GA post-debate poll that has a NINE point swing toward Biden.[NEWLINE][NEWLINE]#TrumpMeltdown [NEWLINE]#BidenHarris2020 http,0,
b,train,"Read this and weep. For those of us who endured the entire “debate” (shouting match), I now have a better idea of what PTSD feels like. #DumpTrump #BidenHarris2020 http",0,
b,train,Could the Warriors make a retroactive trip to the White House with Joe Biden and Kamala Harris?[NEWLINE][NEWLINE]@danpfeiffer explained to @user why there is precedent for a potential Golden State visit[NEWLINE][NEWLINE]https://t.co/EFcZS6Vfha http,0,
b,train,A vote for Trump is a vote for Israel. Vote Biden. #Biden2020 #WhitePower #Hitlerdidnothingwrong,1,
b,train,@user @user @user Trump the Worst President in History!,0,
b,train,"The Twi**er overlords permanently suspended my original ""@lush_cmte"" account...  I can't even see who I originally followed. 😰[NEWLINE][NEWLINE]Please help me to rebuild my connections? I promise to follow back!  Thank you!  (Lindsay a.k.a ""Lush"")[NEWLINE][NEWLINE]#MAGA2020 #MAGA2020LandslideVictory",0,
b,train,Here are the latest developments on #USPresidentialElection2020 [NEWLINE]#Elections2020 #ElectionNight #ELECTIONDAY #RE[NEWLINE]https://t.co/lrqyHThHP1,0,
b,train,"@user @user @user Don't give up! Go to http Here is their hotline: 833-336-8683. Call them. Please, we need your vote!!! #Biden2020 🌊🌊🌊",0,
b,train,"""Of course we all know that Joe Biden is not 'woke.' But he is clearly on the edge of senility, and in Kamala Harris he chose, of all possibilities to succeed him, probably in the year or two, the most mob friendly possibility he could. ""-@ScottMcConnell9",0,
b,train,@user A vote against Trump is more important than a vote for Obama.,0,
b,train,This surely did NOT age well. Shout it from the roofs! [NEWLINE]RT and follow! IFBP![NEWLINE][NEWLINE]#MAGA #Trump2020 #Election2020 #FillTheSeat http,0,
b,train,"I feel the need to make this public service announcement on the regular because I’m constantly getting new follows by accounts that say #BidenHarris2020. [NEWLINE][NEWLINE]There’s almost no way I’m following you back — UNLESS of course, I see your profile ALSO says DEMAMD #MedicareForAll 💯🏩 http",0,
b,train,@user @user Nope...not a chance! #Trump2020  #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0,
b,train,"@user @user @user Agreed...I can't wait to see that family gone but I refuse to be bitter and cede anything else to that rotten SOB...take a good look, karma has caught up to him and his ne'er-do-well family...a year from now it will, hopefully, be a completely different story. #BidenHarris2020 http",1,
b,train,trump's 18-minute flaccid Hatch-Act-violating mini-rally at the White House http,0,
b,train,"Fool me once, shame on you. [NEWLINE]Fool me twice, shame on me.[NEWLINE]Fool me thrice, I must be a Trump supporter ☠️ [NEWLINE][NEWLINE]#VoteBlue #vote #BidenHarris2020 http",0,
b,train,"The rest of the debates need to be cancelled especially since Trump is now infected and wants to be a super spreader. If anyone is still undecided after the last four years, I don't think another Trump screaming match will convince anyone either way. #Debates2020 #BidenHarris2020",0,
b,train,It is time for us all to decide who we are... #BidenHarris2020,0,
b,train,@user @user You are so awesome! It’s so heart warming young people like yourself are stepping up and showing support!! #BidenHarris2020,0,
